"SC","名称","市場","業種","時価総額(百万円)","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"7779","CYBERDYNE","東証マザ","精密機器","46182","137445809","-","-","-","1.67","-","201.51","33600","100","20210218","735","20211214","333"
"7780","メニコン","東証一部","精密機器","264613","76257288","0.5","17.5","46.02","4.33","75.41","801.62","347000","100","20210915","4830","20210311","2945"
"7781","平山ホールディングス","JQS","精密機器","4550","3608400","3.01","38","10.28","1.37","122.64","918.62","126100","100","20211118","1723","20210512","1112"
"7782","シンシア","東証一部","精密機器","4028","6862200","1.53","9","20.9","1.83","28.08","320.36","58700","100","20210412","1038","20210820","495"
"7791","ドリームベッド","東証二部","その他製品","2986","4152820","3.48","25","5.59","0.85","128.73","847.86","71900","100","20210623","1357","20211220","686"
"7792","コラントッテ","東証マザ","その他製品","5675","8922500","2.2","14","11.82","2.53","53.8","251.06","63600","100","20210714","2005","20211220","632"
"7800","アミファ","JQS","その他製品","1996","3235000","3.08","19","13.13","0.87","46.99","707.64","61700","100","20210928","760","20211220","611"
"7803","ブシロード","東証マザ","その他製品","59960","33126800","0","0","26.51","4.53","68.27","399.93","181000","100","20211122","2177","20210108","1025"
"7804","ビーアンドピー","東証二部","その他製品","2275","2300000","3.13","31","11.04","0.83","89.57","1196.95","98900","100","20210303","1241","20211217","985"
"7805","プリントネット","JQS","その他製品","3063","5460400","1.78","10","13.52","0.92","41.5","610.98","56100","100","20210630","1039","20210201","433"
"7806","MTG","東証マザ","その他製品","53099","39744728","0.75","10","16.83","1.37","79.38","974.25","133600","100","20210628","2234","20210105","1085"
"7807","幸和製作所","JQS","その他製品","4537","4980190","3.3","30.06","9.11","2.76","100.01","329.94","91100","100","20210927","1396","20210108","839"
"7808","シー・エス・ランバー","JQS","その他製品","4858","1833300","3.02","80","3.51","1.05","754.35","2524.69","265000","100","20211020","4000","20210104","1614"
"7809","壽屋","JQS","その他製品","17531","2778300","0.95","60","14.19","4.6","444.53","1373.1","631000","100","20211216","7600","20210115","1730"
"7810","クロスフォー","JQS","その他製品","3342","17685000","0","0","151.2","1.77","1.25","106.99","18900","100","20210617","322","20211220","188"
"7811","中本パックス","東証一部","その他製品","13282","8173320","3.57","58","9.03","0.96","179.88","1691.25","162500","100","20210917","1975","20210305","1532"
"7812","クレステック","東証二部","その他製品","4711","3248900","4","58","7.6","0.96","190.77","1512.52","145000","100","20211118","1675","20210104","890"
"7813","プラッツ","東証マザ","その他製品","3558","3726000","3.46","33","8.42","1.24","113.41","772.32","95500","100","20210521","1835","20211201","921"
"7814","日本創発グループ","JQS","その他製品","17521","55271736","3.31","10.5","16.02","1.36","19.79","233.76","31700","100","20210601","426","20210826","303"
"7815","東京ボード工業","東証二部","その他製品","1709","3660369","-","-","-","0.43","-","1082.21","46700","100","20210430","761","20211201","449"
"7816","スノーピーク","東証一部","その他製品","133490","38140000","0.29","10","56.26","10.46","62.21","334.63","350000","100","20211129","4490","20210113","842"
"7817","パラマウントベッドホールディングス","東証一部","その他製品","117026","61754974","2.8","53","12.74","0.94","148.79","2024.7","189500","100","20210317","2498","20211214","1878"
"7818","トランザクション","東証一部","その他製品","28847","29375400","2.44","24","13.66","2.52","71.88","389.11","98200","100","20210705","1530","20210104","922"
"7819","粧美堂","東証一部","その他製品","5270","13410000","2.54","10","19.97","1.01","19.68","389.06","39300","100","20210928","430","20211202","380"
"7820","ニホンフラッシュ","東証一部","その他製品","25386","25060000","3.16","32","7.47","0.96","135.69","1059.02","101300","100","20210323","1413","20211220","1013"
"7821","前田工繊","東証一部","その他製品","119201","32260200","-","-","-","3.08","-","1199.05","369500","100","20211213","4045","20210106","2607"
"7822","永大産業","東証一部","その他製品","13053","46783800","4.3","12","22.43","0.29","12.44","953.02","27900","100","20210510","367","20211202","270"
"7823","アートネイチャー","東証一部","その他製品","24075","34393200","4","28","21.51","0.92","32.55","763.93","70000","100","20211021","755","20210601","638"
"7826","フルヤ金属","JQS","その他製品","78319","7265212","1.39","150","9.63","2.49","1119.49","4324.95","1078000","100","20211213","12420","20210104","5850"
"7827","オービス","JQS","その他製品","1463","1745356","3.58","30","5.54","0.38","151.36","2181.16","83800","100","20210113","1466","20210830","816"
"7829","サマンサタバサジャパンリミテッド","東証マザ","その他製品","8034","65851417","0","0","-","1.99","-41.78","61.46","12200","100","20210309","192","20210108","105"
"7831","ウイルコホールディングス","東証二部","その他製品","3698","24650800","1.33","2","14.76","0.64","10.16","233.92","15000","100","20210413","329","20210105","144"
"7832","バンダイナムコホールディングス","東証一部","その他製品","1983792","222000000","0.54","48","33.85","3.5","264.01","2556.54","893600","100","20210125","9550","20210730","7028"
"7833","アイフィスジャパン","東証一部","その他製品","6862","10242000","2.24","15","13.37","1.41","50.11","476.8","67000","100","20210305","780","20211201","641"
"7836","アビックス","JQS","その他製品","3548","35129566","0","0","90.99","5.89","1.11","17.16","10100","100","20210205","152","20211217","100"
"7837","アールシーコア","JQS","その他製品","3352","4536400","3.38","25","103.36","1.17","7.15","633.34","73900","100","20210519","892","20210119","690"
"7838","共立印刷","東証一部","その他製品","6667","49020000","2.94","4","10.67","0.39","12.75","346.72","13600","100","20210727","191","20210106","110"
"7839","SHOEI","東証一部","その他製品","121930","26856858","1.94","88","25.8","6.57","176","690.91","454000","100","20210914","5410","20210611","3730"
"7840","フランスベッドホールディングス","東証一部","その他製品","37837","41397500","3.28","30","14.43","0.9","63.32","1011.22","91400","100","20210326","1058","20211130","853"
"7841","遠藤製作所","JQS","その他製品","7053","9441800","2.01","15","5.23","0.42","142.89","1786.86","74700","100","20211117","820","20210114","492"
"7844","マーベラス","東証一部","情報通信","43987","62216400","4.67","33","15.46","1.59","45.72","445.54","70700","100","20210125","1007","20210820","666"
"7846","パイロットコーポレーション","東証一部","その他製品","173530","41814400","1.45","60","13.64","1.7","304.23","2446.04","415000","100","20210914","4535","20210105","2903"
"7847","グラファイトデザイン","JQS","その他製品","4042","6945600","3.44","20","14.99","0.85","38.82","684.15","58200","100","20210902","713","20210105","400"
"7849","スターツ出版","JQS","情報通信","6672","1920000","1.15","40","13.62","1.31","255.23","2654.55","347500","100","20211122","3880","20210331","2510"
"7850","総合商研","JQS","その他製品","2176","3060110","2.81","20","10.16","0.94","70.01","754.48","71100","100","20210906","870","20210104","623"
"7851","カワセコンピュータサプライ","東証二部","その他製品","1264","5160000","0","0","57.92","0.45","4.23","550.43","24500","100","20210128","452","20210105","217"
"7855","カーディナル","JQG","その他製品","2029","2143000","0","0","966.33","0.84","0.98","1122.8","94700","100","20210921","980","20210113","483"
"7856","萩原工業","東証一部","その他製品","18428","14897600","2.91","36","10.17","0.71","121.62","1744.15","123700","100","20210927","1688","20211220","1237"
"7857","セキ","JQS","その他製品","7754","4508000","1.4","24","39.81","0.52","43.21","3308.81","172000","100","20210719","1770","20210512","1600"
"7859","アルメディオ","東証二部","その他製品","2235","14902316","0","0","-","0.87","-4.36","171.74","15000","100","20210531","312","20210517","144"
"7860","エイベックス","東証一部","情報通信","70432","45440100","3.23","50","37.49","1.2","41.34","1291.55","155000","100","20211125","1884","20210104","1074"
"7862","トッパン・フォームズ","東証一部","その他製品","177905","115000000","0.81","12.5","33.02","1","46.85","1551.74","154700","100","20211217","1549","20210820","986"
"7863","平賀","JQS","その他製品","4000","4015585","1.51","15","11.56","1.03","86.17","966.72","99600","100","20210226","1493","20210104","398"
"7864","フジシールインターナショナル","東証一部","その他製品","122911","60161956","1.71","35","12.57","1.02","162.48","1999.27","204300","100","20210914","2687","20210120","1886"
"7865","ピープル","JQS","その他製品","4451","4437500","-","-","16.74","2.05","59.9","489.98","100300","100","20210105","1343","20210902","986"
"7867","タカラトミー","東証一部","その他製品","103609","96290850","1.86","20","15.43","1.36","69.74","788.73","107600","100","20210917","1216","20210106","881"
"7868","広済堂ホールディングス","東証一部","その他製品","18868","24925300","-","-","10.88","0.58","69.57","1313.9","75700","100","20210924","1900","20210104","696"
"7870","福島印刷","名証二部","その他製品","2448","6000000","2.94","12","11.88","0.47","34.34","863.55","40800","100","20210818","476","20210118","384"
"7871","フクビ化学工業","東証二部","化学","13882","20688425","2.61","17.5","14.41","0.43","46.56","1569.67","67100","100","20211021","716","20210201","481"
"7872","エステールホールディングス","東証一部","その他製品","7322","11459223","-","-","-","0.5","-","1285.41","63900","100","20210329","715","20210115","596"
"7874","レック","東証一部","化学","31219","38165340","4.16","34","9.35","0.83","87.47","985.44","81800","100","20210216","1424","20211201","793"
"7875","竹田印刷","東証二部","その他製品","5541","8781000","2.54","16","9.37","0.36","67.37","1745.42","63100","100","20211126","759","20210106","592"
"7877","永大化工","JQS","化学","2431","1460000","4.05","67.5","12.71","0.33","131.04","5082.87","166500","100","20210317","1771","20210107","1537"
"7878","光・彩","JQS","その他製品","1340","396000","1.18","40","16.89","0.98","200.42","3471.24","338500","100","20211217","3480","20210202","2251"
"7879","ノダ","東証二部","その他製品","14131","17339200","3.93","32","5.31","0.46","153.51","1774.87","81500","100","20211116","925","20210104","640"
"7883","サンメッセ","JQS","その他製品","6577","17825050","1.9","7","18.45","0.54","20","680.33","36900","100","20210303","450","20211202","366"
"7885","タカノ","東証一部","その他製品","10423","15721000","2.11","14","25.84","0.35","25.66","1913.82","66300","100","20210917","845","20210104","588"
"7886","ヤマト・インダストリー","JQS","化学","651","1017179","-","-","-","0.5","-298.66","1289.68","64000","100","20210114","909","20210104","610"
"7887","南海プライウッド","東証二部","その他製品","5805","1009580","2.61","150","4.63","0.28","1241.66","20907.05","575000","100","20211126","6420","20210105","5180"
"7888","三光合成","東証一部","化学","11171","30688569","3.85","14","6.16","0.55","59.05","658.32","36400","100","20210726","549","20210105","341"
"7893","プロネクサス","東証一部","その他製品","29297","27716688","3.03","32","18.22","1.11","58.01","950.44","105700","100","20210319","1394","20210730","1003"
"7894","丸東産業","福証","化学","3220","1590250","1.98","40","4.46","0.41","453.58","4902.69","202500","100","20210422","2320","20211215","2014"
"7895","中央化学","JQS","化学","8142","21040000","0","0","9.75","0.77","39.7","500.03","38700","100","20210118","671","20211216","373"
"7896","セブン工業","東証二部","その他製品","2369","4673250","2.76","14","12.93","0.34","39.2","1513.17","50700","100","20210609","680","20210119","431"
"7897","ホクシン","東証一部","その他製品","4256","28373005","-","-","21.28","0.8","7.05","188.1","15000","100","20210428","264","20210106","108"
"7898","ウッドワン","東証一部","その他製品","9655","9841969","2.45","24","15.27","0.23","64.24","4282.65","98100","100","20210512","1763","20211201","940"
"7899","MICS化学","JQS","化学","1784","5850000","2.62","8","48.57","0.51","6.28","597.94","30500","100","20210323","500","20211201","294"
"7901","マツモト","JQS","その他製品","779","381300","0","0","5.93","0.33","344.4","6270.78","204300","100","20210415","3210","20211220","2000"
"7902","ソノコム","JQS","その他製品","4215","5000000","1.19","10","15.45","0.38","54.57","2243.42","84300","100","20210409","1035","20210125","803"
"7905","大建工業","東証一部","その他製品","57735","27080043","4.46","95","6.94","0.79","307.09","2705.7","213200","100","20210914","2545","20210120","1656"
"7906","ヨネックス","東証二部","その他製品","91842","93620800","0.82","8","19.98","1.98","49.11","494.5","98100","100","20211209","1113","20210513","554"
"7908","きもと","東証一部","化学","11667","54772564","2.35","5","13.76","0.55","15.48","384.34","21300","100","20210423","318","20210129","168"
"7911","凸版印刷","東証一部","その他製品","699762","349706240","2","40","7.54","0.48","265.31","4163.31","200100","100","20210914","2075","20210105","1402"
"7912","大日本印刷","東証一部","その他製品","865432","317240346","2.35","64","14.24","0.68","191.64","4007.59","272800","100","20211115","2954","20210106","1791"
"7914","共同印刷","東証一部","その他製品","26156","8370000","3.2","100","30.44","0.41","102.65","7667.99","312500","100","20210208","3715","20211007","2581"
"7915","NISSHA","東証一部","その他製品","81979","50855638","2.48","40","5.28","0.83","305.09","1936.88","161200","100","20211104","1953","20210305","1272"
"7916","光村印刷","東証一部","その他製品","4463","3103420","3.48","50","33.88","0.26","42.44","5533.54","143800","100","20210331","1836","20211220","1437"
"7917","藤森工業","東証一部","化学","73410","19267760","2.1","80","10.37","0.95","367.36","4002.64","381000","100","20210917","5130","20211202","3560"
"7918","ヴィア・ホールディングス","東証一部","小売","5097","33976700","0","0","-","1.75","-","85.5","15000","100","20210209","288","20211202","150"
"7919","野崎印刷紙業","東証二部","その他製品","2554","21460000","1.68","2","52.42","0.63","2.27","187.95","11900","100","20210203","195","20210115","110"
"7921","TAKARA＆COMPANY","東証一部","その他製品","23084","13153293","3.3","58","13.53","1.02","129.69","1720.98","175500","100","20210407","1929","20210621","1674"
"7922","三光産業","JQS","その他製品","2287","7378800","-","-","-","0.24","-","1273.07","31000","100","20210104","654","20211201","300"
"7923","トーイン","JQS","その他製品","3189","6377500","3","15","251.26","0.27","1.99","1859.9","50000","100","20210106","587","20210201","489"
"7925","前澤化成工業","東証一部","化学","20216","15732000","3.89","50","22.67","0.51","56.68","2535.37","128500","100","20211102","1338","20210201","928"
"7927","ムトー精工","JQS","化学","3576","7739548","3.46","16","11.07","0.27","41.74","1712.21","46200","100","20210216","797","20211130","458"
"7928","旭化学工業","JQS","化学","2996","3896000","-","-","4.96","0.54","154.9","1431.91","76900","100","20210407","1347","20210104","554"
"7931","未来工業","東証一部","化学","40536","25607086","3.16","50","11.77","0.58","134.54","2712.95","158300","100","20210402","1910","20211129","1571"
"7932","ニッピ","JQS","その他製品","10530","2889000","1.37","50","8.74","0.32","417.23","11405.43","364500","100","20210325","4060","20210805","3490"
"7936","アシックス","東証一部","その他製品","465563","189870559","0.98","24","112.17","2.96","21.86","828.13","245200","100","20211125","3130","20210421","1635"
"7937","ツツミ","東証一部","その他製品","38253","20080480","1.57","30","97.69","0.46","19.5","4185.53","190500","100","20210802","2473","20210201","1811"
"7938","リーガルコーポレーション","JQS","その他製品","6185","3250000","-","-","60.61","0.66","31.4","2888.1","190300","100","20210329","2200","20210818","1901"
"7939","研創","JQS","その他製品","1730","4022774","3.49","15","8.92","0.6","48.21","711.88","43000","100","20210510","470","20210330","385"
"7940","ウェーブロックホールディングス","東証一部","化学","8129","11120538","4.1","30","9.29","0.49","78.65","1500.97","73100","100","20210125","899","20210823","656"
"7942","JSP","東証一部","化学","49728","31413473","3.16","50","13.11","0.55","120.77","2864.61","158300","100","20210323","2027","20211201","1511"
"7943","ニチハ","東証一部","ガラス土石","108688","37324264","2.88","84","12.25","0.99","237.62","2928.27","291200","100","20210914","3565","20210709","2745"
"7944","ローランド","東証一部","その他製品","108246","27970534","3.57","138","12.79","4.06","302.61","954.05","387000","100","20210615","6560","20210106","3105"
"7945","コマニー","東証二部","その他製品","12306","9924075","4.03","50","11.05","0.48","112.21","2602.85","124000","100","20210921","1342","20210105","1002"
"7946","光陽社","東証二部","その他製品","2477","1400100","0","0","-","0.89","-38.63","1976.85","176900","100","20211018","3200","20210128","680"
"7947","エフピコ","東証一部","化学","326857","84568424","1.22","47","27.43","2.47","140.92","1567.57","386500","100","20210317","4850","20211130","3740"
"7949","小松ウオール工業","東証一部","その他製品","20716","10903240","4.47","85","9.79","0.51","194.16","3756.43","190000","100","20210329","2150","20210201","1715"
"7950","日本デコラックス","名証二部","化学","4992","893000","4.65","260","14.19","0.3","393.99","18379.64","559000","100","20210922","5870","20210104","5200"
"7951","ヤマハ","東証一部","その他製品","1082286","191555025","1.17","66","28.66","2.44","197.15","2312.85","565000","100","20210917","7490","20211220","5620"
"7952","河合楽器製作所","東証一部","その他製品","30820","9011560","1.61","55","8.65","0.97","395.58","3525.6","342000","100","20210730","4575","20210201","2658"
"7953","菊水化学工業","東証二部","その他製品","4639","12744054","4.4","16","22.88","0.49","15.91","736.42","36400","100","20210114","429","20211215","341"
"7955","クリナップ","東証一部","その他製品","19807","37442374","3.78","20","8.48","0.36","62.35","1465.02","52900","100","20210917","614","20210201","447"
"7956","ピジョン","東証一部","その他製品","285277","121653486","3.16","74","30.83","3.98","76.06","589.1","234500","100","20210128","5160","20211203","2088"
"7957","フジコピアン","東証二部","その他製品","3230","1789487","3.6","65","7.27","0.26","248.22","6876.66","180500","100","20211213","1915","20210105","1367"
"7958","天馬","東証一部","化学","64827","25313026","3.12","80","39.2","0.79","65.33","3236.02","256100","100","20210916","3100","20210104","2026"
"7961","兼松サステック","東証一部","その他製品","7431","4149200","2.79","50","9.64","0.88","185.78","2035.68","179100","100","20210929","1850","20210409","1668"
"7962","キングジム","東証一部","その他製品","27685","31459692","2.5","22","16.06","1.06","54.79","830.91","88000","100","20210423","1004","20210105","825"
"7963","興研","JQS","その他製品","9544","5104003","1.34","25","14.63","0.85","127.85","2188.91","187000","100","20210104","2444","20210305","1803"
"7965","象印マホービン","東証一部","電気機器","114490","72600000","1.9","30","24.24","1.42","65.07","1107.8","157700","100","20210402","2218","20210730","1508"
"7966","リンテック","東証一部","その他製品","200081","76659440","2.99","78","12.58","0.91","207.43","2871.02","261000","100","20210914","2756","20210105","2224"
"7970","信越ポリマー","東証一部","化学","89564","82623376","2.21","24","13.7","0.96","79.1","1126.3","108400","100","20211210","1142","20210104","927"
"7971","東リ","東証一部","化学","14702","66829249","3.64","8","13.46","0.36","16.34","611.6","22000","100","20210315","268","20211201","217"
"7972","イトーキ","東証一部","その他製品","16302","45664437","3.64","13","23.05","0.36","15.49","982.34","35700","100","20210322","447","20210105","321"
"7974","任天堂","東証一部","その他製品","6949290","129869000","2.78","1490","18.16","3.51","2947.03","15238.5","5351000","100","20210217","69830","20211027","47890"
"7975","リヒトラブ","東証二部","その他製品","3175","3815700","3","25","7.84","0.28","106.08","2922.07","83200","100","20211020","1299","20211210","828"
"7976","三菱鉛筆","東証一部","その他製品","77658","64286292","2.65","32","12.09","0.72","99.88","1684.11","120800","100","20210322","1721","20211201","1170"
"7979","松風","東証一部","精密機器","35448","17894089","1.62","32","15.81","1.12","125.3","1764.33","198100","100","20211028","2485","20210122","1700"
"7980","重松製作所","JQS","その他製品","5666","7200000","1.27","10","13.99","0.97","56.25","811.54","78700","100","20210120","1177","20211213","763"
"7981","タカラスタンダード","東証一部","その他製品","104251","73937194","2.84","40","10.97","0.57","128.52","2459.26","141000","100","20210319","1785","20211129","1362"
"7983","ミロク","東証二部","その他製品","4851","3005441","2.48","40","8.66","0.34","186.41","4800.82","161400","100","20210414","1747","20210104","1530"
"7984","コクヨ","東証一部","その他製品","218605","128742463","2.53","43","16.25","0.87","104.52","1947.64","169800","100","20210914","2054","20210122","1332"
"7985","ネポン","東証二部","金属製品","1262","962948","2.29","30","10.47","0.65","125.27","2005.13","131100","100","20210405","1598","20210104","1306"
"7986","日本アイ・エス・ケイ","JQS","その他製品","2362","1776000","2.26","30","11.42","0.64","116.51","2073.95","133000","100","20211014","1590","20210118","1103"
"7987","ナカバヤシ","東証一部","その他製品","14080","28794294","4.5","22","7.89","0.49","61.97","992.81","48900","100","20210319","675","20211201","480"
"7988","ニフコ","東証一部","化学","363380","107508954","1.83","62","16.33","1.79","206.97","1883.47","338000","100","20210630","4370","20211201","3040"
"7989","立川ブラインド工業","東証一部","金属製品","23297","20763600","2.67","30","7.16","0.52","156.76","2145.57","112200","100","20210319","1485","20211130","1090"
"7990","グローブライド","東証一部","その他製品","77880","24000000","1.23","40","9.94","2.15","326.58","1511.86","324500","100","20210917","4975","20210513","1788"
"7991","マミヤ・オーピー","東証二部","機械","5662","9358670","-","-","526.09","0.44","1.15","1373.12","60500","100","20210323","880","20211129","596"
"7992","セーラー万年筆","東証二部","その他製品","2456","14621961","0","0","35.07","1.17","4.79","144.05","16800","100","20210222","317","20210105","136"
"7994","オカムラ","東証一部","その他製品","128795","100621021","3.12","40","10.35","0.91","123.73","1410.72","128000","100","20210914","1793","20210105","891"
"7995","バルカー","東証一部","化学","46329","18688733","4.24","105","11.83","1.16","209.5","2132.09","247900","100","20211122","2619","20210104","1998"
"7997","くろがね工作所","東証二部","その他製品","1068","1857113","0","0","-","0.29","-8.81","2009.41","57500","100","20210414","1090","20211220","575"
"7999","MUTOHホールディングス","東証一部","電気機器","8391","5054818","-","-","15.13","0.37","109.72","4447.73","166000","100","20210329","1775","20210104","1484"
"8001","伊藤忠商事","東証一部","卸売","5415567","1584889504","3.22","110","6.77","1.35","504.96","2533.2","341700","100","20210401","3656","20210104","2931"
"8002","丸紅","東証一部","卸売","1831484","1738475497","4.84","51","5.23","1.06","201.55","990.91","105350","100","20211217","1091","20210104","668"
"8005","スクロール","東証一部","小売","26364","34873050","6.42","48.5","6.28","0.94","120.46","802.45","75600","100","20210218","1485","20211220","750"
"8006","ユアサ・フナショク","東証二部","卸売","14262","4897723","-","-","5.23","0.41","556.35","7069.91","291200","100","20210930","3170","20210202","2890"
"8007","高島","東証一部","卸売","9861","4546173","5.53","120","8.16","0.54","265.91","3982.3","216900","100","20211115","2314","20210105","1594"
"8008","ヨンドシーホールディングス","東証一部","小売","40633","24331356","4.97","83","16.26","0.91","102.68","1838.82","167000","100","20210209","2108","20211129","1567"
"8011","三陽商会","東証一部","繊維製品","11184","12622934","0","0","-","0.34","-","2611.55","88600","100","20210705","1164","20210105","581"
"8012","長瀬産業","東証一部","卸売","223437","124408285","2.67","48","9.76","0.64","183.98","2798.62","179600","100","20210914","2026","20210105","1453"
"8013","ナイガイ","東証一部","繊維製品","2514","8217281","0","0","31.42","0.38","9.74","800.34","30600","100","20210615","410","20210127","304"
"8014","蝶理","東証一部","卸売","43345","25303478","4.9","84","6.2","0.67","276.38","2558.72","171300","100","20210917","2019","20210104","1491"
"8015","豊田通商","東証一部","卸売","1787985","354056516","2.77","140","9.35","1.12","540.02","4508.97","505000","100","20211124","5660","20210105","3995"
"8016","オンワードホールディングス","東証一部","繊維製品","44534","157921669","4.26","12","4.66","0.59","60.47","479.73","28200","100","20210609","394","20210105","203"
"8018","三共生興","東証一部","卸売","33060","60000000","2.72","15","14.14","0.62","38.97","883.49","55100","100","20210319","627","20210128","451"
"8020","兼松","東証一部","卸売","105710","84500202","4.8","60","6.97","0.7","179.61","1785.37","125100","100","20210322","1596","20211202","1217"
"8022","美津濃","東証一部","その他製品","57755","26578243","2.3","50","11.1","0.51","195.7","4243.76","217300","100","20210810","2839","20210104","1943"
"8023","大興電子通信","東証二部","卸売","6019","13868408","2.76","12","6.73","0.7","64.49","621.87","43400","100","20210323","593","20211220","433"
"8025","ツカモトコーポレーション","東証一部","卸売","5262","4069747","2.32","30","25.79","0.44","50.13","2959.52","129300","100","20210125","1610","20211213","1283"
"8029","ルックホールディングス","東証一部","繊維製品","9517","7718813","2.43","30","7.91","0.38","155.96","3270.2","123300","100","20210610","1577","20210126","865"
"8030","中央魚類","東証二部","卸売","12588","4315300","2.4","70","14.57","0.49","200.27","5930.04","291700","100","20210415","3275","20210104","2752"
"8031","三井物産","東証一部","卸売","4268482","1642355644","3.66","95","5.93","0.89","438.12","2916.17","259900","100","20211125","2772","20210104","1858"
"8032","日本紙パルプ商事","東証一部","卸売","57908","15021551","2.85","110","5.62","0.58","686.46","6653.2","385500","100","20211217","4075","20210125","3505"
"8035","東京エレクトロン","東証一部","電気機器","9369770","157210911","2.15","1284","23.18","7.91","2570.65","7535.78","5960000","100","20211119","64100","20210104","37520"
"8037","カメイ","東証一部","卸売","37442","37591969","3.51","35","4.18","0.28","238.09","3557.95","99600","100","20210329","1395","20211130","959"
"8038","東都水産","東証一部","卸売","16144","4026000","2","80","12.13","0.82","330.66","4867.9","401000","100","20210910","7440","20210201","3305"
"8039","築地魚市場","東証二部","卸売","4665","2253520","1.69","35","18.6","0.82","111.28","2534.69","207000","100","20210615","2995","20210105","826"
"8040","東京ソワール","東証二部","繊維製品","4763","3860000","0","0","11.91","0.5","103.63","2454.51","123400","100","20210609","1790","20210219","367"
"8041","OUGホールディングス","東証一部","卸売","14757","5562292","2.26","60","9.2","0.62","288.52","4259.53","265300","100","20210908","3020","20211118","2515"
"8043","スターゼン","東証一部","卸売","37561","19522552","3.38","65","8.32","0.61","231.2","3128.88","192400","100","20210322","2650","20211129","1792"
"8045","横浜丸魚","JQS","卸売","5729","7261706","1.9","15","41.86","0.42","18.85","1893.69","78900","100","20210205","1030","20211006","758"
"8046","丸藤シートパイル","東証二部","卸売","7968","4000000","4.02","80","15.5","0.26","128.51","7541.96","199200","100","20210325","2266","20210105","1933"
"8050","セイコーホールディングス","東証一部","精密機器","91586","41404261","2.26","50","22.8","0.79","97","2786.69","221200","100","20211108","2535","20210104","1293"
"8051","山善","東証一部","卸売","97879","95305435","2.43","25","10.36","0.87","99.1","1184.83","102700","100","20210913","1172","20210226","948"
"8052","椿本興業","東証一部","卸売","27681","6497969","2.82","120","10.46","0.91","407.33","4691.45","426000","100","20211220","4380","20210709","3310"
"8053","住友商事","東証一部","卸売","2037912","1251404367","5.53","90","5.36","0.74","304.02","2206.69","162850","100","20211104","1704","20210105","1330"
"8056","日本ユニシス","東証一部","情報通信","353117","109663524","2.17","70","18.47","2.71","174.29","1187.58","322000","100","20210114","4140","20210819","2812"
"8057","内田洋行","東証一部","卸売","53660","10419371","2.14","110","15.54","1.1","331.45","4680.1","515000","100","20210916","5900","20210127","4080"
"8058","三菱商事","東証一部","卸売","5339690","1485723351","3.95","142","7.17","0.9","501.29","3974.79","359400","100","20211018","3758","20210105","2507"
"8059","第一実業","東証一部","卸売","53547","11086400","2.69","130","10.77","0.93","448.59","5204.25","483000","100","20211104","5370","20210226","4000"
"8060","キヤノンマーケティングジャパン","東証一部","卸売","296765","131079972","2.65","60","11.51","0.81","196.65","2803.48","226400","100","20210426","2729","20211130","2193"
"8061","西華産業","東証一部","卸売","20705","12820650","3.41","55","10","0.67","161.53","2419.08","161500","100","20210521","1889","20210120","1343"
"8065","佐藤商事","東証一部","卸売","24219","21799050","4.32","48","7.15","0.48","155.33","2293.74","111100","100","20211104","1322","20210105","890"
"8066","三谷商事","東証二部","卸売","234017","120008548","1.44","28","17.82","1.33","109.45","1469.27","195000","100","20210810","2120","20210104","1670"
"8068","菱洋エレクトロ","東証一部","卸売","61640","26800000","5.22","120","30.07","1.09","76.5","2115.46","230000","100","20210114","3700","20210820","2156"
"8070","東京産業","東証一部","卸売","21394","28678486","3.49","26","9.65","0.71","77.33","1055.98","74600","100","20211124","811","20210105","595"
"8071","東海エレクトロニクス","名証二部","卸売","6798","2360263","3.61","104","7.54","0.44","381.83","6540.9","288000","100","20210902","3000","20210106","2312"
"8072","日本出版貿易","JQS","卸売","1149","700000","1.83","30","10.41","0.63","157.73","2621.01","164200","100","20211115","1720","20210301","1270"
"8074","ユアサ商事","東証一部","卸売","65994","23155882","4.32","123","8.29","0.7","343.83","4046.88","285000","100","20210112","3490","20211201","2786"
"8075","神鋼商事","東証一部","卸売","28797","8860562","5.23","170","4.5","0.48","722.77","6832.8","325000","100","20211029","3665","20210129","1770"
"8076","カノークス","名証二部","卸売","13835","11103500","6.42","80","7.68","0.49","162.28","2549.28","124600","100","20210901","1685","20210115","609"
"8077","トルク","東証一部","卸売","5545","28007448","3.03","6","19.22","0.46","10.3","428.85","19800","100","20210614","270","20211215","196"
"8078","阪和興業","東証一部","卸売","128903","42332640","3.28","100","3.59","0.57","848.97","5330.29","304500","100","20210914","3840","20210201","2662"
"8079","正栄食品工業","東証一部","卸売","65151","17100000","1.26","48","22.5","1.47","169.33","2585.44","381000","100","20210330","4720","20210104","3525"
"8081","カナデン","東証一部","卸売","29086","28600000","3.15","32","11.35","0.61","89.57","1669.61","101700","100","20210114","1316","20211007","980"
"8084","菱電商事","東証一部","卸売","40081","22824977","3.19","56","10.91","0.53","160.89","3310","175600","100","20210907","1883","20210105","1534"
"8085","ナラサキ産業","東証二部","卸売","11503","5325600","2.78","60","7.1","0.59","304.08","3655.84","216000","100","20210125","2237","20210415","1975"
