"SC","名称","市場","業種","時価総額(百万円)","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"8086","ニプロ","東証一部","精密機器","185005","171459479","2.69","29","11.89","0.99","90.74","1086.16","107900","100","20210217","1547","20211201","1061"
"8088","岩谷産業","東証一部","卸売","335558","58561649","1.31","75","13.56","1.31","422.5","4390.24","573000","100","20210113","7470","20211202","5690"
"8089","ナイス","東証一部","卸売","20001","12143719","2.43","40","4.87","0.46","338.04","3572.48","164700","100","20210618","2170","20210128","1402"
"8091","ニチモウ","東証一部","卸売","8768","3787400","3.46","80","3.78","0.42","613.08","5464.26","231500","100","20211220","2447","20210126","1822"
"8093","極東貿易","東証一部","卸売","15681","6495918","6.01","145","17.46","0.66","138.27","3657.09","241400","100","20210916","2840","20210105","1336"
"8095","アステナホールディングス","東証一部","卸売","19259","40630087","3.8","18","8.58","0.71","55.22","665.33","47400","100","20210423","783","20211202","467"
"8096","兼松エレクトロニクス","東証一部","情報通信","110384","28633952","3.76","145","13.29","1.88","290.12","2046.06","385500","100","20210104","4190","20210226","3495"
"8097","三愛石油","東証一部","卸売","89957","71000000","2.21","28","11.65","0.84","108.72","1512.29","126700","100","20210914","1614","20210224","1034"
"8098","稲畑産業","東証一部","卸売","102297","63499227","4.35","70","6.06","0.54","265.79","2999.81","161100","100","20210914","1876","20210105","1392"
"8101","GSIクレオス","東証一部","卸売","13918","12629942","5.63","62","9.1","0.55","121.13","1995.21","110200","100","20210322","1436","20211111","848"
"8103","明和産業","東証一部","卸売","35304","41780000","13.96","118","15.34","0.99","55.07","853.46","84500","100","20210906","1400","20210104","432"
"8104","クワザワホールディングス","東証一部","卸売","9766","16694496","1.71","10","15.98","0.64","36.6","918.14","58500","100","20210322","758","20211202","568"
"8105","堀田丸正","東証二部","卸売","3519","59640348","0","0","1180","1.04","0.05","56.53","5900","100","20210118","81","20211220","57"
"8107","キムラタン","東証一部","繊維製品","2939","146960410","0","0","-","4.3","-1.57","4.65","2000","100","20210225","29","20211217","19"
"8111","ゴールドウイン","東証一部","繊維製品","302245","47448172","1.1","70","28.06","5.45","226.98","1169.45","637000","100","20210210","7770","20210120","5900"
"8113","ユニ・チャーム","東証一部","化学","3023463","620834319","0.74","36","38.81","5.43","125.48","896.8","487000","100","20210910","5208","20210511","4122"
"8114","デサント","東証一部","繊維製品","301927","76924176","0.51","20","47.77","3.62","82.16","1084.87","392500","100","20211118","5120","20210201","1683"
"8115","ムーンバット","東証二部","卸売","2356","5341733","1.36","6","23.4","0.43","18.85","1034.42","44100","100","20210609","577","20211220","440"
"8117","中央自動車工業","東証二部","卸売","55235","20020000","2.39","66","11.24","1.43","245.54","1928.74","275900","100","20210629","3650","20210311","2341"
"8118","キング","東証一部","繊維製品","13600","24771561","1.28","7","494.59","0.47","1.11","1161.73","54900","100","20210112","615","20210810","430"
"8119","三栄コーポレーション","JQS","卸売","4427","2552946","1.15","20","411.88","0.38","4.21","4616.86","173400","100","20210326","2254","20211220","1734"
"8123","川辺","JQS","卸売","1615","1861000","-","-","-","0.26","-","3332.54","86800","100","20210113","1241","20211220","857"
"8125","ワキタ","東証一部","卸売","53634","52021297","3.2","33","15.3","0.55","67.39","1857.73","103100","100","20210525","1182","20210226","937"
"8127","ヤマトインターナショナル","東証一部","繊維製品","6178","21302936","1.72","5","39.73","0.37","7.3","776.16","29000","100","20210329","356","20211216","290"
"8129","東邦ホールディングス","東証一部","卸売","136738","78270142","1.72","30","16.65","0.51","104.94","3408.24","174700","100","20210323","2141","20210526","1653"
"8130","サンゲツ","東証一部","卸売","93684","59900000","4.48","70","20.84","1","75.04","1565.23","156400","100","20210329","1795","20211001","1495"
"8131","ミツウロコグループホールディングス","東証一部","卸売","74300","62332388","2.1","25","19.73","0.74","60.43","1609.29","119200","100","20210112","1542","20211201","1141"
"8132","シナネンホールディングス","東証一部","卸売","45141","13046591","2.17","75","25.11","0.74","137.82","4698.91","346000","100","20210913","3820","20210526","2554"
"8133","伊藤忠エネクス","東証一部","卸売","113024","116881106","4.76","46","8.73","0.79","110.74","1225.99","96700","100","20210322","1176","20211201","946"
"8135","ゼット","東証二部","卸売","4885","20102000","2.06","5","8.97","0.42","27.08","577.1","24300","100","20210713","463","20210128","206"
"8136","サンリオ","東証一部","卸売","212599","89065301","0.67","16","128.2","4.69","18.62","509.06","238700","100","20211116","2885","20210106","1378"
"8137","サンワテクノス","東証一部","卸売","25029","16044000","2.18","34","8.1","0.66","192.51","2346.92","156000","100","20211208","1839","20210105","933"
"8138","三京化成","東証二部","卸売","4680","1560000","2.83","85","33.37","0.42","89.9","7136.29","300000","100","20211001","3540","20210118","2642"
"8139","ナガホリ","東証二部","卸売","4328","16773376","0.78","2","26.38","0.33","9.78","776.66","25800","100","20211129","360","20210104","146"
"8140","リョーサン","東証一部","卸売","52075","25000000","3.84","80","11.62","0.54","179.27","3873.2","208300","100","20210317","2507","20210104","1857"
"8141","新光商事","東証一部","卸売","34133","38010566","5.12","46","19.61","0.67","45.79","1338.61","89800","100","20211216","944","20210524","719"
"8142","トーホー","東証一部","卸売","13853","11012166","-","-","-","0.75","-","1674.47","125800","100","20210311","1980","20211220","1258"
"8143","ラピーヌ","東証二部","繊維製品","893","2567064","0","0","8.22","1.06","42.36","329.5","34800","100","20210201","610","20210104","335"
"8144","電響社","東証二部","卸売","9084","6665021","2.93","40","6.66","0.31","204.68","4381.74","136300","100","20210714","1549","20210105","1201"
"8145","中部水産","名証二部","卸売","4914","1926900","3.33","85","18.33","0.35","139.11","7298.9","255000","100","20210210","2700","20210114","2400"
"8147","トミタ","JQS","卸売","6922","6158000","1.42","16","12.67","0.59","88.71","1891.99","112400","100","20211115","1345","20210720","952"
"8150","三信電気","東証一部","卸売","22810","16281373","5.71","80","16.17","0.62","86.66","2277.63","140100","100","20210422","2292","20211201","1371"
"8151","東陽テクニカ","東証一部","卸売","28041","26085000","4.65","50","15.89","0.86","67.66","1251.6","107500","100","20210916","1320","20210421","1044"
"8152","ソマール","東証二部","卸売","3839","1958734","2.55","50","6.04","0.29","324.75","6811.42","196000","100","20210924","2219","20210105","1632"
"8153","モスフードサービス","東証一部","卸売","97310","32009910","0.92","28","42.61","1.97","71.35","1540","304000","100","20210322","3475","20210105","2822"
"8154","加賀電子","東証一部","卸売","86078","28702118","3","90","9.04","0.85","331.86","3520.51","299900","100","20211104","3400","20210226","2286"
"8155","三益半導体工業","東証一部","金属製品","84554","35497183","1.6","38","15.3","1.13","155.64","2099.13","238200","100","20210114","3235","20210820","2194"
"8157","都築電気","東証一部","情報通信","34444","20177894","2.75","47","11.14","0.96","153.27","1771.45","170700","100","20210423","1968","20210226","1490"
"8158","ソーダニッカ","東証一部","卸売","17976","23968000","2.13","16","17.58","0.68","42.67","1095.35","75000","100","20211217","805","20210201","520"
"8159","立花エレテック","東証一部","卸売","40651","26025242","3.71","58","9.86","0.51","158.49","3036.82","156200","100","20210319","1692","20210623","1432"
"8160","木曽路","東証一部","小売","56622","26213889","0.74","16","36.05","2.39","59.92","903.35","216000","100","20210322","2626","20211201","2061"
"8163","SRSホールディングス","東証一部","小売","29529","38449384","0","0","-","2.2","-46.02","348.44","76800","100","20210310","925","20211014","737"
"8165","千趣会","東証一部","小売","20875","52056993","1.75","7","16.14","0.56","24.84","710.53","40100","100","20210323","445","20210106","307"
"8166","タカキュー","東証一部","小売","2912","24470822","-","-","-","242.86","-","0.49","11900","100","20210106","193","20211220","119"
"8167","リテールパートナーズ","東証一部","小売","61853","46646059","1.66","22","17.1","0.79","77.56","1679.34","132600","100","20210319","1724","20210719","1109"
"8168","ケーヨー","東証一部","小売","53415","65140184","1.52","12.5","15.94","1.13","51.43","725.5","82000","100","20210914","888","20210310","687"
"8173","上新電機","東証一部","小売","58660","28000000","3.58","75","7.01","0.58","298.96","3620.7","209500","100","20210319","3565","20211201","2011"
"8174","日本瓦斯","東証一部","小売","179803","118603698","3.3","50","16.77","2.58","90.41","588.16","151600","100","20210726","2022","20211028","1334"
"8179","ロイヤルホールディングス","東証一部","小売","84307","45374889","-","-","-","2.46","-120.55","756.26","185800","100","20210609","2435","20210108","1648"
"8181","東天紅","東証一部","小売","2534","2572871","-","-","-","0.33","-","3015.97","98500","100","20210604","1298","20210106","866"
"8182","いなげや","東証一部","小売","71239","52381447","1.1","15","31.53","1.13","43.14","1200.68","136000","100","20210108","1868","20211201","1285"
"8185","チヨダ","東証一部","小売","28649","38609996","4.04","30","-","0.46","-78.55","1599.31","74200","100","20210309","1049","20211201","695"
"8190","ヤマナカ","名証二部","小売","14829","20425218","1.38","10","18.54","0.82","39.15","882.41","72600","100","20210125","810","20210318","722"
"8194","ライフコーポレーション","東証一部","小売","169369","49450800","2.04","70","12.84","1.5","266.71","2283.41","342500","100","20210917","4920","20210226","3110"
"8198","マックスバリュ東海","東証二部","小売","96437","36473848","2.16","57","16.84","1.27","157.01","2076.91","264400","100","20210224","2795","20210526","2443"
"8200","リンガーハット","東証一部","小売","56750","26067972","0.46","10","85.67","5.08","25.41","428.5","217700","100","20210215","2534","20211201","2120"
"8202","ラオックス","東証二部","小売","15400","93335103","0","0","-","0.63","-","261.76","16500","100","20210702","377","20211201","160"
"8203","ミスターマックス・ホールディングス","東証一部","小売","22222","39611134","4.81","27","6.21","0.65","90.38","857.34","56100","100","20210216","860","20211201","524"
"8207","テンアライド","東証一部","小売","8556","27960727","0","0","-","8.36","-","36.61","30600","100","20210215","366","20210104","303"
